sink_id,timestamp,cur_time,throughput
1,1565729361590,1565729370318,12654
1,1565729362501,1565729370917,11819
1,1565729362946,1565729371418,13912
1,1565729363985,1565729372018,12916
1,1565729364727,1565729372519,15349
1,1565729365066,1565729373020,11656
1,1565729366105,1565729373620,15150
1,1565729366656,1565729374121,15189
1,1565729367695,1565729374720,11969
1,1565729368331,1565729375221,11956
1,1565729368904,1565729375722,13552
1,1565729369819,1565729376322,13516
1,1565729370557,1565729376868,14029
1,1565729371193,1565729377369,13213
1,1565729371872,1565729377870,12594
1,1565729372681,1565729378469,12387
1,1565729373356,1565729378970,13672
1,1565729373992,1565729379471,13213
1,1565729374797,1565729380071,11900
1,1565729375331,1565729380572,12874
1,1565729376069,1565729381093,14414
1,1565729376815,1565729381672,11070
1,1565729377451,1565729382173,11277
1,1565729378126,1565729382674,15409
1,1565729378868,1565729383263,12071
1,1565729379482,1565729383774,11545
1,1565729380012,1565729384340,8851
1,1565729380776,1565729384841,14031
1,1565729381691,1565729385441,12666
1,1565729382238,1565729385942,14131
1,1565729383214,1565729386542,14133
1,1565729383956,1565729387043,15908
1,1565729384698,1565729387643,12000
1,1565729385507,1565729388168,14685
1,1565729386249,1565729388669,15229
1,1565729386902,1565729389269,13283
1,1565729387729,1565729389770,13892
1,1565729388492,1565729390370,13400
1,1565729389429,1565729390871,16087
1,1565729390167,1565729391471,13533
1,1565729390909,1565729392071,12600
1,1565729391545,1565729392572,12974
1,1565729392308,1565729393172,13233
1,1565729393050,1565729393673,14650
1,1565729394026,1565729394273,14833
1,1565729394768,1565729394873,11383
1,1565729395276,1565729395374,9161
1,1565729395891,1565729395974,8750
1,1565729396421,1565729396475,10239
1,1565729396972,1565729397075,6783
1,1565729397502,1565729397576,2734
2,1565729277108,1565729277748,1
2,1565729277175,1565729278281,2270
2,1565729277493,1565729278881,3716
2,1565729277811,1565729279382,5888
2,1565729278231,1565729279883,6367
2,1565729278486,1565729280483,5466
2,1565729279418,1565729280984,7724
2,1565729279440,1565729281485,9940
2,1565729280139,1565729282077,9222
2,1565729280500,1565729282584,10295
2,1565729281199,1565729283085,10878
2,1565729281627,1565729283586,11057
2,1565729283022,1565729284186,11783
2,1565729283256,1565729284687,15249
2,1565729284612,1565729285287,11366
2,1565729284846,1565729285788,14970
2,1565729286202,1565729286387,12253
2,1565729286499,1565729286888,14810
2,1565729287139,1565729287389,14770
2,1565729287881,1565729287989,9050
2,1565729288428,1565729288490,10299
2,1565729288980,1565729289072,8934
2,1565729289488,1565729289590,9749
2,1565729290018,1565729290091,10219
2,1565729290633,1565729290691,8050
2,1565729291163,1565729291192,10558
2,1565729291693,1565729291792,8933
2,1565729292244,1565729292293,11277
2,1565729292796,1565729292893,8266
2,1565729293393,1565729293493,10166
2,1565729293919,1565729293994,10798
2,1565729294492,1565729294594,10533
2,1565729295022,1565729295095,10139
2,1565729295615,1565729295638,10128
2,1565729296145,1565729296195,9156
2,1565729296612,1565729296696,10239
2,1565729297205,1565729297296,7800
2,1565729297735,1565729297797,9341
2,1565729298308,1565729298397,9200
2,1565729298799,1565729298898,9860
2,1565729299431,1565729299498,9816
2,1565729299982,1565729299999,10538
2,1565729300495,1565729300599,7100
2,1565729301127,1565729301199,8600
2,1565729301594,1565729301700,9161
2,1565729302191,1565729302300,9266
2,1565729302717,1565729302801,9780
2,1565729303353,1565729303401,9566
2,1565729303798,1565729303902,10239
2,1565729304413,1565729304502,9333
2,1565729304964,1565729305003,11836
2,1565729305473,1565729305603,7300
2,1565729305940,1565729306104,8982
2,1565729306639,1565729306704,10050
2,1565729307173,1565729307205,11616
2,1565729307699,1565729307805,8516
2,1565729308335,1565729308405,10500
2,1565729308802,1565729308906,9720
2,1565729309399,1565729309506,8466
2,1565729309925,1565729310007,7904
2,1565729310561,1565729310617,9459
2,1565729311112,1565729311207,9389
2,1565729311621,1565729311708,9441
2,1565729312172,1565729312209,10818
2,1565729312724,1565729312809,8866
2,1565729313317,1565729313409,7950
2,1565729313847,1565729313910,9900
2,1565729314420,1565729314510,8966
2,1565729314911,1565729315011,9301
2,1565729315480,1565729315611,9183
2,1565729316073,1565729316112,9820
2,1565729316607,1565729316712,9600
2,1565729317239,1565729317312,9766
2,1565729317769,1565729317813,10279
2,1565729318303,1565729318413,9400
2,1565729318829,1565729318914,10698
2,1565729319465,1565729319514,10533
2,1565729319995,1565729320015,8942
2,1565729320525,1565729320615,8583
2,1565729321076,1565729321116,11437
2,1565729305473,1565729325603,0
2,1565729305791,1565729326203,5666
2,1565729306130,1565729326704,6706
2,1565729306745,1565729327304,7683
2,1565729306894,1565729327805,9301
2,1565729307826,1565729328405,9733
2,1565729308441,1565729328906,11576
2,1565729308869,1565729329506,9183
2,1565729309293,1565729330007,8522
2,1565729310031,1565729330547,8833
2,1565729310667,1565729331048,14451
2,1565729311324,1565729331648,11650
2,1565729311837,1565729332246,10919
2,1565729312596,1565729332748,11872
2,1565729313109,1565729333249,12694
2,1565729313953,1565729333750,12794
2,1565729314381,1565729334350,9683
2,1565729315123,1565729334851,13433
2,1565729315692,1565729335451,9566
2,1565729316607,1565729335952,15029
2,1565729317451,1565729336551,11986
2,1565729318214,1565729337052,12375
2,1565729318939,1565729337553,18043
2,1565729319508,1565729338079,12186
2,1565729320334,1565729338580,11976
2,1565729320949,1565729339081,11417
2,1565729321522,1565729339582,12554
2,1565729322331,1565729340182,9566
2,1565729323073,1565729340701,11676
2,1565729323709,1565729341282,10533
2,1565729324553,1565729341783,14211
2,1565729325087,1565729342383,10033
2,1565729325656,1565729342884,11896
2,1565729326588,1565729343385,14990
2,1565729327246,1565729343985,11050
